Name, TotalSnowfall, mcnt
JUNIATA 2.9 WNW, M, 1447
HASTINGS 2.2 W, M, 552
BLUE HILL 6.3 ENE, M, 3275
HASTINGS 1.1 NW, M, 3416
JUNIATA 1.9 ENE, M, 3266
HOLSTEIN 0.1 ESE, M, 2753
SAINT EDWARD 7.3 WSW, M, 2934
ALBION 3.5 S, M, 291
PRIMROSE 0.3 N, M, 1592
ALBION 5.9 ESE, M, 2103
ALBION 6.1 W, M, 2915
PETERSBURG 1.8 E, M, 3299
ALLIANCE 7.4 NW, M, 1124
ALLIANCE 8.6 SW, M, 1441
ALLIANCE 7.2 ENE, M, 2773
ALLIANCE 5.9 NE, M, 3317
HEMINGFORD 4.9 SW, M, 3265
ALLIANCE 20.3 ENE, M, 3096
JOHNSTOWN 4.0 WSW, M, 2003
LONG PINE 15.7 ESE, M, 2541
JOHNSTOWN 0.2 E, M, 3405
KEARNEY 1.8 WNW, M, 15
KEARNEY 0.9 SW, M, 2207
MILLER 0.5 SE, M, 753
RAVENNA 3.3 SE, M, 2807
RAVENNA 5.3 SW, M, 1596
SHELTON 0.5 SSE, M, 3605
GIBBON 0.2 WNW, M, 3607
ELM CREEK 2.2 WSW, M, 600
KEARNEY 2.0 NW, M, 2529
KEARNEY 5.0 WNW, M, 2943
CRAIG 6.2 S, M, 2624
RISING CITY 2.4 ESE, M, 1837
BRAINARD 1.8 SSE, M, 1889
BELLWOOD 5.8 W, M, 511
PLATTSMOUTH 1.4 SW, M, 999
WEEPING WATER 1.3 ESE, M, 2513
HARTINGTON 0.5 NW, M, 2486
ST. HELENA 4.1 SW, M, 626
RANDOLPH 9.0 NNW, M, 2854
CROFTON 3.3 ESE, M, 2557
CROFTON 6.2 NNE, M, 1160
COLERIDGE 3.5 W, M, 1956
HARTINGTON 5.9 ENE, M, 2310
COLERIDGE 5.4 NE, M, 1805
FORDYCE 7.1 N, M, 3130
COLERIDGE 0.2 WSW, M, 2513
RANDOLPH 0.4 SSW, M, 3245
HARTINGTON 12.8 E, M, 3080
IMPERIAL 0.1 SW, M, 2203
ENDERS 3.0 W, M, 379
IMPERIAL 7.6 S, M, 1266
CHAMPION 5.2 WNW, M, 2800
CHAMPION 8.3 W, M, 2824
VENANGO 8.9 SE, M, 3236
LAMAR 3.4 S, M, 1936
WAUNETA 2.8 W, M, 3113
IMPERIAL 11.5 N, M, 2738
CHAMPION 3.7 SSE, M, 2943
CHAMPION 0.0 WNW, M, 302
CLAY CENTER 4.7 WSW, M, 3201
HARVARD 5.7 NNE, M, 2910
CLARKSON 3.1 ESE, M, 2989
ROGERS 9.3 NW, M, 2660
CLARKSON 9.3 SSW, M, 3101
WEST POINT 2.7 SSE, M, 1931
WEST POINT 5.0 WNW, M, 2072
WEST POINT 6.0 NE, M, 2876
WISNER 0.4 SE, M, 3002
BEEMER 0.2 E, M, 2367
ARNOLD 0.3 SSE, M, 3022
GOTHENBURG 15.0 NNW, M, 3259
BERWYN 5.9 SSW, M, 2955
MERNA 5.0 WNW, M, 1710
EDDYVILLE 11.4 N, M, 2653
ANSELMO 11.5 SW, M, 1107
ANSELMO 2.2 WNW, M, 2593
ANSELMO 11.8 WSW, M, 1120
ANSELMO 9.2 NW, M, 455
GOTHENBURG 24.1 N, M, 2113
MERNA 11.4 W, M, 146
BERWYN 4.4 NNE, M, 503
COMSTOCK 0.8 ESE, M, 2908
HUBBARD 3.1 SW, M, 1861
CHADRON 0.5 SE, M, 2407
CHADRON 4.7 SSW, M, 2839
CRAWFORD 6.8 E, M, 3236
HAY SPRINGS 7.5 WSW, M, 2990
MARSLAND 14.4 ENE, M, 2907
CRAWFORD 9.6 SSE, M, 2635
HEMINGFORD 10.1 NNE, M, 946
MARSLAND 8.2 E, M, 2850
HEMINGFORD 13.2 N, M, 2939
COZAD 7.2 E, M, 112
LEXINGTON 1.1 E, M, 18
GOTHENBURG 4.9 N, M, 3300
COZAD 4.4 S, M, 401
GOTHENBURG 2.9 S, M, 3321
SUMNER 2.7 W, M, 2089
SUMNER 3.7 ESE, M, 2045
ELM CREEK 4.8 WNW, M, 426
OVERTON 2.2 SE, M, 1959
FARNAM 4.8 E, M, 3567
CHAPPELL 7.8 E, M, 3113
CHAPPELL 2.7 NNE, M, 2812
CHAPPELL 6.6 WSW, M, 3157
BIG SPRINGS 9.6 WSW, M, 1469
LODGEPOLE 4.0 ENE, M, 3207
WAKEFIELD 4.3 ENE, M, 3287
SCRIBNER 2.0 E, M, 2176
OMAHA 11.3 W, M, 2930
OMAHA 13.5 WSW, M, 771
OMAHA 12.6 W, M, 1919
OMAHA 2.9 W, M, 616
OMAHA 11.7 W, M, 2758
WATERLOO 2.3 W, M, 2753
OMAHA 11.2 WSW, M, 1592
OMAHA 4.3 WNW, M, 849
OMAHA 8.2 WSW, M, 2495
OMAHA 12.8 W, M, 2988
ELKHORN 0.9 E, M, 3336
BENKELMAN 0.3 NNW, M, 1986
PARKS 8.7 NNE, M, 1317
MAX 4.4 NNE, 213.4, 5
NORFOLK 1.7 NE, M, 3335
BRIDGEPORT 12.8 SW, M, 3401
COOK 3.0 NORTH, M, 3167
TALMAGE 0.3 N, M, 3308
MCCOOK 0.6 NW, M, 2394
WILBER 7.0 WSW, M, 3405
SWANTON 52.2 E, M, 3152
SCOTTSBLUFF 16.4 WNW, M, 2969
GERING 3.9 S, M, 3135
TOBIAS 5.0 SSW, M, 3384
THEDFORD 6.8 W, M, 3419
COMSTOCK 7.8 ENE, M, 3288
ORD 0.4 SSE, M, 2214
YORK 3.5 NNE, M, 3330
BROADWATER 10SSE, M, 2501
HOLDREGE 9.2 S, M, 3108
LOUP CITY 0.3 NW, M, 2941
RAVENNA 6.8 ESE, M, 3495
RISING CITY 7.2 NNW, M, 3056
ELSIE 16.4 S, M, 3300
FAIRMONT 0.2 SSE, M, 2542
ATKINSON 13.7 NNE, M, 3400
FAIRBURY 8.1 W, M, 3293
MINDEN .855W, M, 3401
DIX 3.9 NNW, M, 3028
HERSHEY 3.3 WSW, M, 3366
HUMBOLDT 7.3 NNE, M, 3432
DAVENPORT 3.9 WSW, M, 2979
PAWNEE CITY 2.9 S, M, 3324
OSCEOLA 6.9 N, M, 3354
DORCHESTER 4.5 SSE, M, 3234
WAYNE 0.6 W, M, 2980
ELSIE 20.8 SSE, M, 3399
DEWITT 4.6 SSW, M, 3194
AURORA 4N, M, 2852
FRANKLIN 1.5 ENE, M, 3440
CLINTON 0.0 ESE, M, 3440
HASTINGS 2.0 WNW, M, 3049
LINCOLN 6.6 SE, M, 3315
LINCOLN 3.3 SSE, M, 3235
OMAHA 9.3 W, M, 3511
TECUMSEH 2.9 SW, M, 3098
CROFTON 0.5 W, M, 3405
CHALCO 4.2 WNW, M, 3330
HERSHEY 0.2 WSW, M, 3338
TRYON 11.3 ENE, M, 3209
CRETE 4.0 N, M, 3095
NORFOLK 5.8 SSE, M, 3246
HEMINGFORD 0.4 SW, M, 3601
ST. HELENA 0.0 ESE, M, 3386
VALENTINE 15.6 SSW, M, 3539
CHADRON 3.6 W, M, 3498
CHADRON 16.1 SSW, M, 3636
OMAHA 11.2 WNW, M, 3558
ONEILL 17.9 NNE, M, 3568
NEBRASKA CITY 5.6 W, M, 3213
COLUMBUS 1.4 N, M, 3464
COLUMBUS 3.2 NNW, M, 3464
OSCEOLA 7.1 W, M, 3190
SEWARD 5.9 E, M, 3627
SEWARD 8.8 NNW, M, 3521
HAY SPRINGS 6.2 SSW, M, 3518
CRAWFORD 11.5 SW, M, 3584
NORTH BEND 0.2 ESE, M, 3554
FREMONT 0.6 S, M, 3246
FIRTH 3.4 ENE, M, 3633
LINCOLN 6.8 SE, M, 3433
WATERLOO 3.2 SW, M, 3602
GRANT 1.7 ESE, M, 3559
OMAHA 13.5 SW, M, 3604
HAY SPRINGS 13.1 SSW, M, 3588
YORK 2.1 N, M, 3588
ALVO 2.1 W, M, 3643
FREMONT 1.7 NW, M, 3608
ELKHORN 1.7 SSE, M, 3632
ELKHORN 0.7 ENE, M, 3608
OGALLALA 0.9 E, M, 3586
LINCOLN 8.1 SE, M, 3652
RAYMOND 7.3 WNW, M, 3629
SUPERIOR 0.2 SW, M, 3649
ROSELAND 5.2 SW, M, 3400
HASTINGS 3.7 N, M, 3491
JUNIATA 1.8 ENE, M, 3526
PAXTON 18.9 N, M, 3492
HARRISBURG 9.5 NE, M, 3482
DUNNING 9.4 ENE, M, 3595
DUNNING 8.2 WSW, M, 3638
HALSEY 0.2 ENE, M, 3594
PURDUM 7.5 ESE, M, 3566
DUNNING 16.9 N, M, 3648
ALBION 12.9 WNW, M, 3645
ALBION 1.0 ESE, M, 3623
KEARNEY 5.8 NNW, M, 3502
RAVENNA 6.6 SE, M, 3523
GIBBON 8.6 NW, M, 3555
KEARNEY 2.4 S, M, 3573
KEARNEY 3.0 NNE, M, 3605
TEKAMAH 5.0 SE, M, 3567
SHELBY 5.7 SE, M, 3380
WYNOT 0.2 NNW, M, 3522
LAUREL 3.9 ESE, M, 3506
WAUNETA 17.0 NNW, M, 3572
IMPERIAL 1.3 ENE, M, 2956
WAUNETA 6.3 N, M, 3575
WAUNETA 5.0 S, M, 3644
SIDNEY 6.8 W, M, 3406
DALTON 3.2 WSW, M, 3445
POTTER 12.0 N, M, 3584
LODGEPOLE 1.2 NE, M, 3620
SIDNEY 8.5 N, M, 3581
LODGEPOLE 8.5 NNW, M, 3618
GLENVIL 0.7 ENE, M, 3511
HARVARD 5.0 NW, M, 3622
BANCROFT 0.7 S, M, 3492
SARGENT 4.8 W, M, 3331
MERNA 3.7 NE, M, 3183
ANSELMO 6.0 NW, M, 3347
LINCOLN 5.8 SE, M, 3511
NORTH PLATTE 5.0 S, M, 3347
MILBURN 6.6 NE, M, 3510
PAPILLION 1.1 NE, M, 3539
BRIDGEPORT 16.5 WSW, M, 3535
OMAHA 7.0 W, M, 3527
OMAHA 2.2 SE, M, 3463
BRADY 0.0 E, M, 3653
NORFOLK 5.6 SSE, M, 3326
NORFOLK 1.9 NW, M, 3563
EWING 11.9 S, M, 3456
LEXINGTON 0.4 ESE, M, 3489
FAIRBURY 3.7 SSW, M, 3374
LINCOLN 3.2 ESE, M, 3650
PLEASANTON 0.3 NNE, M, 3477
LEXINGTON 6.0 SW, M, 3529
NORTH PLATTE 1.8 W, M, 3526
PALMER 1.6 W, M, 3456
WESTON 0.2 ENE, M, 3473
SYRACUSE 0.6 NE, M, 3544
CULBERTSON 0.7 NW, M, 3637
CAMBRIDGE 5.1 SE, M, 3057
BARNESTON 0.3 N, M, 324
WYMORE 8.1 SSW, M, 2403
CORTLAND 0.3 SSE, M, 3017
FILLEY 0.4 NNW, M, 2275
BLUE SPRINGS 1.7 ESE, M, 3216
DEWITT 1.4 SE, M, 3065
DILLER 3.0 E, M, 469
LEWELLEN 2.2 E, M, 2906
LAKESIDE 5.8 SSE, M, 2336
OSHKOSH 0.1 SSE, M, 2981
BURWELL 1.6 ENE, M, 2746
BURWELL 20.4 NNE, M, 12
ARAPAHOE 9.8 NNE, M, 2130
ASHBY 24.7 E, M, 3531
ASHBY 8.6 SSW, M, 3157
SPALDING 0.1 ESE, M, 3126
SCOTIA 3.0 SSE, M, 2882
SCOTIA 4.0 E, M, 283
SPALDING 0.2 SW, M, 2416
SCOTIA 8.4 NNE, M, 2953
SPALDING 7.5 SSW, M, 2688
GRAND ISLAND 1.8 W, M, 3132
GRAND ISLAND 2.3 W, M, 3140
GRAND ISLAND 1.1 NNW, M, 3549
GRAND ISLAND 5.0 SSW, M, 31
DONIPHAN 3.7 ENE, M, 2606
CAIRO 2.5 N, M, 697
GRAND ISLAND 6.7 NNE, M, 2576
DONIPHAN 2.3 W, M, 421
CAIRO 0.3 W, M, 2037
WOOD RIVER 4.0 NNE, M, 3090
GRAND ISLAND 0.8 NNE, M, 2763
GRAND ISLAND 8.2 SW, M, 3496
WOOD RIVER 4.9 WSW, M, 2833
WOOD RIVER 5.5 NE, M, 3425
GRAND ISLAND 19.4 W, M, 2990
GRAND ISLAND 1.9 NW, M, 2679
GRAND ISLAND 0.9 WNW, M, 3320
HAMPTON 0.8 ENE, M, 85
HAMPTON 2.6 ESE, M, 2750
AURORA 1.0 ESE, M, 1536
HAMPTON 0.3 E, M, 2811
GILTNER 1.1 NW, M, 2864
HORDVILLE 3.5 SE, M, 2818
AURORA 4.1 W, M, 2240
AURORA 5.8 N, M, 3101
ALMA 0.1 NNW, M, 2357
REPUBLICAN CITY 1.7 NW, M, 889
HAYES CENTER 6.2 ESE, 12.1, 10
ELSIE 13.7 SE, M, 1088
HAYES CENTER 0.0 WSW, M, 1708
WAUNETA 5.1 E, M, 2936
HAYES CENTER 5.1 ENE, M, 87
HAYES CENTER 11.7 WSW, M, 677
CULBERTSON 10.1 SSE, M, 184
TRENTON 0.5 NNE, M, 3285
STRATTON 3.0 NNW, M, 3159
PALISADE 6.1 ESE, M, 3119
PALISADE 2.4 WSW, M, 3087
STRATTON 7.9 NNW, M, 2829
ONEILL 0.6 WNW, M, 625
EMMET 0.2 SSW, M, 1333
ONEILL 16.9 ESE, M, 1532
STERLING 0.2 NNW, M, 2443
TECUMSEH 6.3 W, M, 1031
STERLING 3.0 SSE, M, 1215
MINDEN 4.4 NW, M, 3079
WILCOX 0.3 SW, 241.1, 6
HILDRETH 1.0 NNW, M, 1724
MINDEN 8.8 ESE, M, 3274
OGALLALA 6.1 NNW, M, 1837
OGALLALA 1.7 W, 282.7, 9
OGALLALA 3.7 ESE, M, 1305
BRULE 10.1 NNE, M, 2787
BRULE 3.4 ENE, M, 2049
BRULE 8.6 NNE, M, 2912
SPRINGVIEW 16.9 WNW, M, 2368
SPRINGVIEW 14.6 WNW, M, 2962
DIX 0.1 NNE, M, 2695
KIMBALL 3.3 ENE, M, 3317
VERDIGRE 5.7 SW, M, 3083
CROFTON 0.7 NNW, M, 564
CROFTON 13.1 WNW, M, 3029
VERDIGRE 0.1 NE, M, 3300
CREIGHTON 7.4 E, M, 1967
ORCHARD 15.8 N, M, 3110
BLOOMFIELD 11.7 NW, M, 2876
LINCOLN 2.7 SSW, M, 1857
LINCOLN 1.4 ENE, M, 1269
DAVEY 1.2 NNW, M, 997
LINCOLN 4.6 SSE, M, 3035
LINCOLN 4.4 SE, M, 2459
LINCOLN 5.8 WSW, M, 967
LINCOLN 8.5 ENE, M, 3271
ADAMS 6.5 N, M, 2671
PANAMA 1.3 SE, M, 1042
BENNET 0.9 S, M, 3087
LINCOLN 2.9 ESE, M, 2930
ROCA 3.1 NW, M, 2394
LINCOLN 1.9 S, M, 3338
LINCOLN 4.0 ENE, M, 3286
HICKMAN 3.7 E, M, 3064
WAVERLY 0.4 WNW, M, 3172
LINCOLN 6.7 WNW, M, 3211
LINCOLN 3.7 S, M, 3425
NORTH PLATTE 6.6 SSW, M, 2199
HERSHEY 6.0 NW, M, 2510
NORTH PLATTE 1.5 WNW, M, 1573
BRADY 5.6 ENE, M, 3094
NORTH PLATTE 6.1 NE, M, 2739
NORTH PLATTE 0.9 ENE, M, 2732
NORTH PLATTE 5.4 SSE, M, 2707
SUTHERLAND 1.8 SW, M, 3321
NORTH PLATTE 6.2 NNE, M, 3053
PAXTON 6.1 W, M, 680
SUTHERLAND 0.9 NW, M, 1186
NORTH PLATTE 0.6 WNW, M, 2733
SUTHERLAND 0.7 N, M, 205
HERSHEY 5.6 NW, M, 2891
SUTHERLAND 7.8 WSW, M, 584
NORTH PLATTE 1.8 WNW, M, 2271
WELLFLEET 7.6 NNE, M, 2690
WELLFLEET 4.0 ENE, M, 2726
NORTH PLATTE 1.3 NNW, M, 2887
NORTH PLATTE 2.4 SW, M, 3278
NORTH PLATTE 2.4 WNW, M, 1385
STAPLETON 3.9 SSE, M, 3306
DEWEESE 3.5 SSE, M, 1930
LAWRENCE 6.7 SSE, M, 2856
HARDY 3.0 NW, M, 1647
GUIDE ROCK 7.7 ESE, M, 2453
SUPERIOR 8.4 NW, M, 2419
HARDY 4.3 E, M, 995
NELSON 0.3 SW, M, 2775
DEWEESE 4.8 SSE, M, 3170
DEWEESE 3.2 W, M, 2861
OAK 3.1 NW, M, 2550
PALMYRA 6.6 SSE, M, 2916
PALMYRA 1.5 S, M, 1897
COOK 0.9 N, M, 2849
BURR 2.2 N, M, 2011
EAGLE 4.3 S, M, 1843
SYRACUSE 2.0 W, M, 3121
NEBRASKA CITY 7.7 S, M, 3132
STEINAUER 6.4 W, M, 2840
STEINAUER 5.0 E, M, 2617
PAWNEE CITY 3.6 E, M, 3070
SUMMERFIELD 4.1 ENE, M, 2038
BIG SPRINGS 7.6 S, M, 3154
GRANT 0.5 NE, M, 1478
GRANT 3.2 N, M, 3206
GRANT 8.6 NNE, M, 1229
GRANT 2.5 S, M, 14
MADRID 6.6 NW, M, 32
ELSIE 9.7 SSE, M, 2644
GRANT 4.1 ENE, M, 3021
ELSIE 3.9 NE, M, 3254
WALLACE 8.7 WSW, M, 129
GRANT 7.5 WSW, M, 2750
ELSIE 3.5 SSW, M, 2985
MADRID 7.8 SW, M, 1515
ELSIE 9.2 NNW, M, 3096
WILCOX 1.1 NNW, M, 3051
FUNK 2.4 NNE, M, 3201
FUNK 12.5 N, M, 3122
HOLDREGE 8.0 NNE, M, 3391
PLAINVIEW 6.2 SSE, M, 2583
PIERCE 2.6 NNE, M, 723
PIERCE 9.1 W, M, 2755
COLUMBUS 4.3 SW, M, 3177
COLUMBUS 3.7 ENE, M, 1325
HUMPHREY 4.4 SE, M, 2906
COLUMBUS 1.6 NNW, M, 3207
STROMSBURG 0.9 E, M, 2463
STROMSBURG 1.6 SE, M, 477
OSCEOLA 4.5 NE, M, 3241
SHELBY 1.7 WNW, M, 3326
COLUMBUS 5.9 SW, M, 2317
MCCOOK 5.4 SW, M, 287
MCCOOK 5.7 W, M, 3244
INDIANOLA 2.2 NW, M, 2575
BARTLEY 9.8 SSE, M, 2753
BARTLEY 6.0 SSE, M, 3268
MCCOOK 12.8 SSE, M, 2848
DANBURY 0.5 W, M, 2995
CAMBRIDGE 3.5 N, M, 2480
MCCOOK 4.6 NNW, M, 112
CAMBRIDGE 2.7 WNW, M, 3332
HUMBOLDT 2.2 SW, M, 2733
FALLS CITY 7.2 NNE, M, 2578
DAWSON 2.5 SE, M, 2146
SEWARD 4.7 NE, M, 2924
GRESHAM 3.5 ESE, M, 333
UTICA 2.6 ESE, M, 2624
UTICA 3.5 N, M, 2212
PLEASANT DALE 4.3 NW, M, 3176
LITCHFIELD 4.4 N, M, 1121
LITCHFIELD 7.5 S, M, 3011
ROCKVILLE 2.2 NW, M, 26
ARCADIA 7.3 SE, M, 3272
LOUP CITY 2.3 W, M, 830
LITCHFIELD 13.6 SE, M, 2973
GORDON 5.3 E, M, 2486
HAY SPRINGS 3.4 W, M, 2896
RUSHVILLE 12.7 S, M, 1636
RUSHVILLE 7.3 SSW, M, 2857
HAY SPRINGS 9.0 ESE, M, 1109
GORDON 13.6 NNW, M, 3016
RUSHVILLE 18.9 N, M, 2566
HAY SPRINGS 15.9 S, M, 1659
RUSHVILLE 5.3 ESE, M, 2677
MITCHELL 4.7 NNW, M, 2502
HARRISON 6.4 S, M, 3343
MADISON 5.5 E, M, 3083
STANTON 0.5 S, M, 2356
PILGER 0.1 NNE, M, 3252
STANTON 6.4 NNE, M, 3066
DAVENPORT 0.1 W, M, 2210
CARLETON 2.2 E, M, 2827
DESHLER 4.7 SSW, M, 2692
DAVENPORT 6.0 SE, M, 2572
DAVENPORT 0.5 E, M, 3166
CHESTER 3.4 NE, M, 2968
GILEAD 0.6 WNW, M, 3087
REYNOLDS 4.0 SW, M, 3197
HEBRON 6.6 ESE, M, 2640
HEBRON 1.3 ENE, M, 3167
HEBRON 0.6 ENE, M, 2778
ALEXANDRIA 4.1 WNW, M, 2964
BYRON 0.2 ESE, M, 2034
THEDFORD 0.3 E, M, 3086
THEDFORD 6.3 E, M, 3069
WAKEFIELD 4.25 ESE, M, 1725
ORD 6.8 SSE, 267.3, 9
ELYRIA 4.8 SW, M, 1697
ORD 9.0 NW, M, 1923
ARCADIA 4.4 E, M, 2023
ARCADIA 1.7 W, M, 12
FORT CALHOUN 2.9 SSW, M, 2593
BLAIR 5.2 S, M, 1527
BLAIR 2.1 SW, M, 2449
FORT CALHOUN 2.7 W, M, 1967
WAYNE 0.7 ENE, M, 1374
WINSIDE 6.3 W, M, 3164
WINSIDE 6.5 WNW, M, 3331
BLADEN 1.7 ESE, M, 3041
LAWRENCE 4.2 WSW, M, 2701
RED CLOUD 1.1 N, M, 2857
BLADEN 4.4 SW, M, 379
RED CLOUD 4.3 E, M, 956
LAWRENCE 1.7 NNW, M, 3033
BARTLETT 8.6 NW, M, 1788
BARTLETT 9 NE, M, 691
BARTLETT 11.4 E, M, 2103
SPALDING 6.2 N, M, 3174
CHAPPELL 0.3 W, M, 3607
CHAPPELL 0.4 SSE, M, 3609
OMAHA 5.7 NNW, M, 3606
OMAHA 4.6 NNW, M, 3570
MAX 0.2 W, M, 3603
BENKELMAN 12.2 NNW, M, 3597
WAUNETA 8.9 S, M, 3499
FRANKLIN 0.3 WNW, M, 3632
FRANKLIN 0.9 NE, M, 3541
BARTLEY 11.2 NNW, M, 3598
CAMBRIDGE 1.5 NNE, M, 3411
EDISON 6.7 SSW, M, 3573
STAMFORD 5.7 SW, M, 3630
HOLBROOK 6.0 S, M, 3651
BEATRICE 7.2 WNW, M, 3436
PICKRELL 2.8 ESE, M, 3538
BEATRICE 8.8 ESE, M, 3629
FIRTH 2.2 SSE, M, 3558
OSHKOSH 10.9 WSW, M, 3461
OSHKOSH 0.5 N, M, 3276
LAKESIDE 39.9 S, M, 3630
BURWELL 20.1 NE, M, 3651
BURWELL 5.8 NNE, M, 3616
BURWELL 0.3 NNE, M, 3468
ELWOOD 23.0 SE, M, 2852
WHITMAN 16.1 SSE, M, 3610
ASHBY 6.2 WSW, M, 3633
WOLBACH 6.4 NW, M, 3565
SPALDING 6.5 W, M, 3583
GRAND ISLAND 4.1 WNW, M, 3612
AURORA 6.5 NNE, M, 3620
AURORA 6.2 SW, M, 3575
ALMA 0.3 NW, M, 3652
ALMA 2.3 NNE, M, 3485
ORLEANS 0.1 SE, M, 3486
TRENTON 3.2 NW, M, 3645
CULBERTSON 2.3 E, M, 3333
STRATTON 7.9 N, M, 3604
STRATTON 1.4 ESE, M, 3354
TRENTON 0.5 SE, M, 3569
ONEILL 1.0 ENE, M, 3643
DAYKIN 5.8 E, M, 3625
MINDEN 7.8 NE, M, 3599
AXTELL 2.2 E, M, 3368
OGALLALA 5.8 NE, M, 3501
PAXTON 5.6 SW, M, 3652
BRULE 0.3 E, M, 3512
SPARKS 5.4 ENE, M, 3558
KIMBALL 0.9 ESE, M, 3119
KIMBALL 0.2 WNW, M, 3629
KIMBALL 5.7 W, M, 3485
DIX 13.0 S, M, 3616
KIMBALL 3.3 W, M, 3632
KIMBALL 7.9 NW, M, 3574
KIMBALL 8.1 WNW, M, 3559
POTTER 7.3 SW, M, 3578
NORTH PLATTE 1.6 W, M, 3280
CURTIS 10.3 NNW, M, 3334
NORTH PLATTE 1.6 N, M, 3414
NORTH PLATTE 8.9 S, M, 3527
MEADOW GROVE 0.2 NNE, M, 3526
TRYON 5.9 NE, M, 3627
CENTRAL CITY 0.8 SSE, M, 3335
CLARKS 2.4 ENE, M, 3366
CENTRAL CITY 8.0 NNW, M, 3576
ENDERS 1.0 NNW, M, 690
ENDERS 5.3 S, M, 3306
HAIGLER 25.5 NNE, M, 3243
CHAMPION 5.6 SSW, M, 3341
WAUNETA 6.1 W, M, 2589
VALENTINE 9.5 WNW, M, 2430
CODY 0.1 NE, M, 2909
CODY 9.6 WSW, M, 3326
CODY 8.2 SSW, M, 2614
WOOD LAKE 2.0 WNW, M, 3336
WHITMAN 26.0 N, M, 3282
GURLEY 6.0 SE, M, 39
SIDNEY 7.2 S, M, 2865
SIDNEY 1.2 SSE, M, 3436
GURLEY 9.1 E, M, 911
DALTON 14.6 E, M, 114
POTTER 1.1 ESE, M, 1841
GURLEY 1.3 W, M, 1753
SIDNEY 0.9 NNW, M, 45
DALTON 0.6 S, M, 2208
SIDNEY 8.1 SSE, M, 1877
LODGEPOLE 5.7 S, M, 2876
SIDNEY 7.3 W, M, 2122
SIDNEY 12.9 W, M, 2619
SIDNEY 14.1 WSW, M, 498
SIDNEY 10.4 WNW, M, 3237
POTTER 5.4 ESE, M, 3208
EDGAR 4.2 ESE, M, 490
CLAY CENTER 2.8 W, M, 2625
EDGAR 2.4 NW, M, 3101
CLAY CENTER 4.8 SSE, M, 2322
HASTINGS 6.1 ENE, M, 2842
EDGAR 6.5 NE, M, 3159
CLAY CENTER 0.3 NNE, M, 2715
CLAY CENTER 9.8 W, M, 3201
CLAY CENTER 6.7 W, M, 3209
PARKS 16.4 N, M, 3070
PARKS 6.0 NW, M, 15
MAX 4.6 WNW, M, 2851
WAUNETA 6.5 S, M, 1044
HAIGLER 9.5 NNE, M, 3063
BENKELMAN 4.9 NW, M, 3097
WAUNETA 5.8 S, M, 2793
GENEVA 4.1 W, M, 2891
TOBIAS 2.1 WSW, M, 1400
OHIOWA 5.0 SW, M, 2931
GRAFTON 3.2 SSE, M, 3077
RIVERTON 3.2 WSW, M, 2960
HILDRETH 4.5 SSE, M, 59
UPLAND 2.3 SSW, M, 1977
HILDRETH 6.1 SW, M, 3029
WILCOX 6.1 S, M, 1113
UPLAND 5.4 SSE, M, 925
NAPONEE 1.5 SW, M, 2572
CURTIS 6.5 SE, 219.0, 4
CURTIS 0.6 W, 112.0, 5
BARTLEY 8.5 NNW, M, 359
MAYWOOD 0.1 NNW, M, 2847
CURTIS 0.1 S, M, 2426
EUSTIS 3.2 SSW, M, 3205
EUSTIS 4.1 WNW, M, 2601
MAYWOOD 10.4 S, M, 2946
EUSTIS 7.8 SSW, M, 2958
CAMBRIDGE 7.3 N, M, 1962
OXFORD 3.6 NW, M, 2525
BEAVER CITY 6.0 S, M, 2859
BEAVER CITY 4.7 SW, M, 3225
BEAVER CITY 3.4 W, M, 1423
BEAVER CITY 0.4 SE, M, 2074
OXFORD 0.2 WNW, M, 2377
OXFORD 5.3 W, M, 3011
WILSONVILLE 0.3 ENE, M, 2734
PAGE 4.9 WNW, M, 2820
PAGE 0.1 S, M, 2969
CHAMBERS 4.6 E, M, 2775
EWING 9.2 WSW, M, 2483
AMELIA 14.3 WSW, M, 3053
ATKINSON 3.5 NNW, M, 3228
ONEILL 17.9 NNE, M, 3291
MULLEN 0.2 ENE, M, 3008
MULLEN 9.7 SW, M, 2706
MULLEN 4.0 SE, M, 3325
ST. PAUL 0.5 ENE, M, 1391
ELBA 2.5 W, M, 1359
BOELUS 0.1 ESE, M, 1176
DANNEBROG 3.1 ESE, M, 3219
DANNEBROG 0.4 WNW, M, 654
ELBA 8.0 WNW, M, 762
DILLER 5.6 S, M, 2176
FAIRBURY 8.7 WSW, M, 83
FAIRBURY 11.4 NW, M, 1148
FAIRBURY 8.8 WNW, M, 1814
FAIRBURY 8.0 NNW, 210.7, 5
STEELE CITY 1.8 NW, M, 84
PLYMOUTH 0.1 NW, M, 3123
DAYKIN 1.2 SW, M, 1503
JANSEN 5.8 E, M, 3140
DAYKIN 5.3 E, M, 2963
TECUMSEH 1.7 ENE, M, 2697
COOK 4.0 SW, M, 2657
ELK CREEK 3.6 W, M, 2984
ELK CREEK 4.1 NNE, M, 2236
STERLING 3.1 ESE, M, 1149
TECUMSEH 6.6 E, M, 3139
CRAB ORCHARD 2.2 S, M, 916
STERLING 3.3 WSW, M, 648
TECUMSEH 1.0 ENE, M, 2293
STERLING 5.2 ESE, M, 775
STAPLETON 7.9 ESE, M, 2888
BURWELL 10.2 WNW, M, 1617
